ENSMUSG00000083422.1,1456
ENSMUSG00000094979.1,107
ENSMUSG00000081417.1,492
ENSMUSG00000100212.1,1242
ENSMUSG00000100648.1,759
ENSMUSG00000088585.1,91
ENSMUSG00000048960.8,310217
ENSMUSG00000077318.1,128
ENSMUSG00000101827.1,609
ENSMUSG00000057715.8,561797
ENSMUSG00000099845.1,262
ENSMUSG00000101610.1,873
ENSMUSG00000093864.1,107
ENSMUSG00000098555.1,121
ENSMUSG00000097628.1,807
ENSMUSG00000098163.1,687
ENSMUSG00000097171.1,5528
ENSMUSG00000101314.1,853
ENSMUSG00000016918.10,168916
ENSMUSG00000025938.11,126102
ENSMUSG00000069620.6,321
ENSMUSG00000099498.1,9825
ENSMUSG00000042414.7,13707
ENSMUSG00000005886.9,234979
ENSMUSG00000099183.1,82
ENSMUSG00000087782.1,112
ENSMUSG00000101476.1,12344
ENSMUSG00000101171.1,644
ENSMUSG00000025935.5,25213
ENSMUSG00000025937.6,37217
ENSMUSG00000067813.3,32953
ENSMUSG00000077368.1,131
ENSMUSG00000097711.1,997
ENSMUSG00000089358.1,308
ENSMUSG00000025932.9,141282
ENSMUSG00000095853.1,100
ENSMUSG00000054493.2,23995
ENSMUSG00000025930.6,2647
ENSMUSG00000081201.1,288
ENSMUSG00000082193.1,894
ENSMUSG00000032769.4,46215
ENSMUSG00000088159.1,120
ENSMUSG00000073737.3,996
ENSMUSG00000092083.4,436497
ENSMUSG00000088829.1,112
ENSMUSG00000077377.1,132
ENSMUSG00000101652.1,547
ENSMUSG00000100814.1,100
ENSMUSG00000025925.9,38407
ENSMUSG00000032719.4,38861
ENSMUSG00000088943.1,303
ENSMUSG00000100652.1,553
ENSMUSG00000067795.8,27347
ENSMUSG00000043716.8,3368
ENSMUSG00000025921.7,27961
ENSMUSG00000100868.1,15557
ENSMUSG00000025920.14,291439
ENSMUSG00000089982.2,14330
ENSMUSG00000025939.12,78700
ENSMUSG00000079658.4,15318
ENSMUSG00000097744.1,4727
ENSMUSG00000100959.1,683
ENSMUSG00000025940.6,13069
ENSMUSG00000025779.5,21561
ENSMUSG00000100093.1,419
ENSMUSG00000091020.3,1860
ENSMUSG00000101640.1,193447
ENSMUSG00000042686.5,133330
ENSMUSG00000100110.1,4210
ENSMUSG00000025777.8,18910
ENSMUSG00000099899.1,4701
ENSMUSG00000100272.1,379
ENSMUSG00000100398.1,472
ENSMUSG00000101589.1,2870
ENSMUSG00000102048.1,486
ENSMUSG00000089534.1,111
ENSMUSG00000067780.3,29039
ENSMUSG00000100053.1,25998
ENSMUSG00000085125.2,51620
ENSMUSG00000025776.8,39300
ENSMUSG00000099895.1,63503
ENSMUSG00000100554.1,1399
ENSMUSG00000099473.1,6613
ENSMUSG00000099591.1,3671
ENSMUSG00000102001.1,10226
ENSMUSG00000101717.1,23973
ENSMUSG00000025774.9,30712
ENSMUSG00000070977.4,13512
ENSMUSG00000073735.1,971
ENSMUSG00000067773.6,14159
ENSMUSG00000101685.1,985
ENSMUSG00000101738.1,6083
ENSMUSG00000101306.1,909
ENSMUSG00000088800.1,72
ENSMUSG00000101644.1,112
ENSMUSG00000099433.1,279
ENSMUSG00000089787.2,41541
ENSMUSG00000042596.7,63325
ENSMUSG00000060128.4,657
ENSMUSG00000100720.1,545
ENSMUSG00000025927.8,29663
ENSMUSG00000100538.1,1045
ENSMUSG00000101117.1,472
ENSMUSG00000100204.1,2246
ENSMUSG00000084668.1,65
ENSMUSG00000077860.2,90
ENSMUSG00000043760.11,560286
ENSMUSG00000089914.2,35849
ENSMUSG00000090142.2,553
ENSMUSG00000070175.1,102
ENSMUSG00000065559.1,73
ENSMUSG00000099906.1,5276
ENSMUSG00000065480.1,119
ENSMUSG00000025929.4,3592
ENSMUSG00000041872.4,13472
ENSMUSG00000041859.10,17345
ENSMUSG00000099714.1,1186
ENSMUSG00000102121.1,3029
ENSMUSG00000088858.1,132
ENSMUSG00000097934.1,1824
ENSMUSG00000025931.10,49045
ENSMUSG00000077314.1,131
ENSMUSG00000100929.1,1204
ENSMUSG00000041809.5,39216
ENSMUSG00000041779.5,82931
ENSMUSG00000099971.1,1635
ENSMUSG00000100819.1,8440
ENSMUSG00000025933.10,11593
ENSMUSG00000025934.10,25073
ENSMUSG00000099343.1,21235
ENSMUSG00000096375.2,504
ENSMUSG00000025936.10,13067
ENSMUSG00000093963.1,3804
ENSMUSG00000067750.3,2560
ENSMUSG00000086194.1,1112
ENSMUSG00000094436.1,228
ENSMUSG00000041722.7,2515
ENSMUSG00000085507.1,1095
ENSMUSG00000094926.1,228
ENSMUSG00000085079.3,2818
ENSMUSG00000085679.2,196
ENSMUSG00000028033.11,563540
ENSMUSG00000082935.3,1124
ENSMUSG00000097109.1,2689
ENSMUSG00000099692.1,552
ENSMUSG00000100418.1,447
ENSMUSG00000041670.10,519474
ENSMUSG00000097642.1,802
ENSMUSG00000101468.1,2263
ENSMUSG00000101227.1,187379
ENSMUSG00000073730.2,1781
ENSMUSG00000089553.1,121
ENSMUSG00000065405.2,82
ENSMUSG00000097970.1,399
ENSMUSG00000065567.1,84
ENSMUSG00000100775.1,347
ENSMUSG00000101226.1,644
ENSMUSG00000026158.6,31349
ENSMUSG00000097920.1,989
ENSMUSG00000099503.1,22078
ENSMUSG00000026156.8,87406
ENSMUSG00000026155.8,77472
ENSMUSG00000026154.4,9718
ENSMUSG00000026153.10,89249
ENSMUSG00000097670.1,867
ENSMUSG00000026147.11,75075
ENSMUSG00000026141.8,325583
ENSMUSG00000077463.1,137
ENSMUSG00000099997.1,1337
ENSMUSG00000100131.1,876
ENSMUSG00000067736.2,294
ENSMUSG00000101939.1,345
ENSMUSG00000101111.1,783
ENSMUSG00000100862.1,678
ENSMUSG00000102070.1,681
ENSMUSG00000101249.1,492
ENSMUSG00000073725.3,87672
ENSMUSG00000100808.1,1199
ENSMUSG00000100483.1,1950
ENSMUSG00000100450.1,816
ENSMUSG00000099392.1,652
ENSMUSG00000033569.12,762232
ENSMUSG00000080849.1,444
ENSMUSG00000096866.1,107
ENSMUSG00000084740.1,104
ENSMUSG00000101301.1,570
ENSMUSG00000101618.1,556
ENSMUSG00000099458.1,651
ENSMUSG00000101524.1,368
ENSMUSG00000088111.1,106
ENSMUSG00000073722.3,5647
ENSMUSG00000095256.1,119
ENSMUSG00000100310.1,417
ENSMUSG00000101514.1,18351
ENSMUSG00000101033.1,654
ENSMUSG00000101372.1,1873
ENSMUSG00000086240.4,274
ENSMUSG00000048411.4,4136
ENSMUSG00000081557.2,2482
ENSMUSG00000058590.2,304
ENSMUSG00000101235.1,550
ENSMUSG00000064433.1,112
ENSMUSG00000080625.1,100
ENSMUSG00000080391.1,96
ENSMUSG00000099257.1,125
ENSMUSG00000099492.1,1312
ENSMUSG00000101726.1,622
ENSMUSG00000096829.1,110
ENSMUSG00000098883.1,107
ENSMUSG00000053185.2,1403
ENSMUSG00000100261.1,2129
ENSMUSG00000101180.1,328
ENSMUSG00000048874.10,71583
ENSMUSG00000026064.10,9469
ENSMUSG00000086151.3,724
ENSMUSG00000086726.2,727
ENSMUSG00000087346.2,723
ENSMUSG00000100371.1,77267
ENSMUSG00000100237.1,1757
ENSMUSG00000098529.1,138
ENSMUSG00000086727.2,87459
ENSMUSG00000100910.1,14080
ENSMUSG00000099796.1,225
ENSMUSG00000050217.8,28325
ENSMUSG00000026063.4,1451
ENSMUSG00000077664.1,127
ENSMUSG00000100205.1,559
ENSMUSG00000100592.1,564
ENSMUSG00000094215.2,696
ENSMUSG00000101093.1,1861
ENSMUSG00000070960.4,1513
ENSMUSG00000088620.1,107
ENSMUSG00000082159.2,835
ENSMUSG00000026058.6,485845
ENSMUSG00000064688.1,107
ENSMUSG00000091318.2,3609
ENSMUSG00000089489.1,63
ENSMUSG00000089395.1,292
ENSMUSG00000100497.1,2131
ENSMUSG00000100481.1,1789
ENSMUSG00000100590.1,751
ENSMUSG00000088750.1,110
ENSMUSG00000101754.1,1696
ENSMUSG00000065223.1,100
ENSMUSG00000100318.1,910
ENSMUSG00000101612.1,1618
ENSMUSG00000065260.1,106
ENSMUSG00000026134.11,215986
ENSMUSG00000101682.1,418
ENSMUSG00000102093.1,328
ENSMUSG00000004768.9,22678
ENSMUSG00000042215.8,12312
ENSMUSG00000042197.8,53052
ENSMUSG00000081402.3,2559
ENSMUSG00000042182.11,55765
ENSMUSG00000026131.12,400437
ENSMUSG00000099382.1,334
ENSMUSG00000084506.1,93
ENSMUSG00000096992.3,12591
ENSMUSG00000101206.1,1633
ENSMUSG00000101462.1,2162
ENSMUSG00000092852.1,79
ENSMUSG00000042111.9,3003
ENSMUSG00000101711.1,5220
ENSMUSG00000026127.8,9506
ENSMUSG00000026126.10,15972
ENSMUSG00000100280.1,2994
ENSMUSG00000101223.1,8559
ENSMUSG00000026125.4,4654
ENSMUSG00000101116.1,292
ENSMUSG00000026124.3,8664
ENSMUSG00000101803.1,475
ENSMUSG00000037529.8,16969
ENSMUSG00000045815.4,510
ENSMUSG00000045174.9,11218
ENSMUSG00000100524.1,423
ENSMUSG00000037509.13,135122
ENSMUSG00000037503.7,29847
ENSMUSG00000026123.6,29605
ENSMUSG00000077231.1,129
ENSMUSG00000064601.1,105
ENSMUSG00000101714.1,3489
ENSMUSG00000045216.6,38047
ENSMUSG00000037470.9,102776
ENSMUSG00000098752.1,62
ENSMUSG00000047180.7,10083
ENSMUSG00000037447.11,16297
ENSMUSG00000010453.7,33452
ENSMUSG00000098680.1,77
ENSMUSG00000037432.11,49820
ENSMUSG00000001143.8,23207
ENSMUSG00000037408.9,37145
ENSMUSG00000001138.8,16371
ENSMUSG00000067653.6,5196
ENSMUSG00000079610.3,9029
ENSMUSG00000026121.8,9740
ENSMUSG00000087589.2,7255
ENSMUSG00000046337.12,120490
ENSMUSG00000089906.1,345
ENSMUSG00000077939.1,75
ENSMUSG00000061518.5,1899
ENSMUSG00000037351.4,16307
ENSMUSG00000026117.9,21019
ENSMUSG00000097291.1,1012
ENSMUSG00000026116.6,151473
ENSMUSG00000080054.3,498
ENSMUSG00000095944.1,119
ENSMUSG00000050122.13,50401
ENSMUSG00000026115.9,33762
ENSMUSG00000026114.9,44123
ENSMUSG00000026113.12,110872
ENSMUSG00000086064.1,4506
ENSMUSG00000026112.6,13020
ENSMUSG00000026111.10,8955
ENSMUSG00000026110.10,101677
ENSMUSG00000087233.1,1790
ENSMUSG00000026090.11,108409
ENSMUSG00000089767.1,1114
ENSMUSG00000060771.9,110727
ENSMUSG00000097268.1,6090
ENSMUSG00000037216.4,5650
ENSMUSG00000026088.10,15611
ENSMUSG00000026087.6,8059
ENSMUSG00000061584.5,10573
ENSMUSG00000087374.1,20541
ENSMUSG00000026085.6,11024
ENSMUSG00000089141.1,237
ENSMUSG00000058407.7,13342
ENSMUSG00000026083.7,57570
ENSMUSG00000026082.6,76876
ENSMUSG00000037138.11,487630
ENSMUSG00000085391.1,11247
ENSMUSG00000085280.1,4029
ENSMUSG00000087131.2,9026
ENSMUSG00000048814.5,42422
ENSMUSG00000026080.8,34284
ENSMUSG00000067604.3,11130
ENSMUSG00000026078.5,9423
ENSMUSG00000098833.1,97
ENSMUSG00000026077.10,169504
ENSMUSG00000092553.1,283
ENSMUSG00000092563.1,555
ENSMUSG00000073702.6,4058
ENSMUSG00000003134.5,107249
ENSMUSG00000065629.2,215
ENSMUSG00000003135.10,11890
ENSMUSG00000085894.1,4433
ENSMUSG00000077704.1,110
ENSMUSG00000048234.8,26110
ENSMUSG00000064936.1,130
ENSMUSG00000050967.4,32777
ENSMUSG00000097083.1,7215
ENSMUSG00000057173.7,55692
ENSMUSG00000091937.2,1192
ENSMUSG00000101634.1,8160
ENSMUSG00000026074.9,125398
ENSMUSG00000097899.1,9626
ENSMUSG00000026073.8,40452
ENSMUSG00000026072.7,91119
ENSMUSG00000070942.3,40845
ENSMUSG00000026069.10,35846
ENSMUSG00000026070.10,35303
ENSMUSG00000026068.6,36344
ENSMUSG00000026065.7,50505
ENSMUSG00000026062.7,87174
ENSMUSG00000041945.7,18650
ENSMUSG00000079588.2,50344
ENSMUSG00000094136.1,486
ENSMUSG00000100185.1,2613
ENSMUSG00000100832.1,157753
ENSMUSG00000100178.1,1045
ENSMUSG00000101877.1,1099
ENSMUSG00000053640.2,1383
ENSMUSG00000101919.1,463
ENSMUSG00000101299.1,399
ENSMUSG00000100180.1,31348
ENSMUSG00000060424.9,104061
ENSMUSG00000093436.2,49867
ENSMUSG00000045515.3,7409
ENSMUSG00000097063.2,6394
ENSMUSG00000099784.1,2170
ENSMUSG00000060679.9,54450
ENSMUSG00000077448.1,134
ENSMUSG00000041907.9,82585
ENSMUSG00000089088.1,85
ENSMUSG00000070939.4,51438
ENSMUSG00000100269.1,868
ENSMUSG00000041878.3,1248
ENSMUSG00000010290.7,17238
ENSMUSG00000008136.9,73911
ENSMUSG00000094497.1,483
ENSMUSG00000099576.1,52770
ENSMUSG00000099694.1,453
ENSMUSG00000101923.1,380
ENSMUSG00000066877.6,125937
ENSMUSG00000026051.8,11977
ENSMUSG00000100764.1,1935
ENSMUSG00000100635.1,612
ENSMUSG00000100480.1,499
ENSMUSG00000057363.7,80835
ENSMUSG00000090243.1,1279
ENSMUSG00000100701.1,545
ENSMUSG00000101395.1,816
ENSMUSG00000088848.1,125
ENSMUSG00000095757.1,110
ENSMUSG00000041763.9,69354
ENSMUSG00000047343.4,10627
ENSMUSG00000090106.1,180
ENSMUSG00000091844.1,5985
ENSMUSG00000026049.6,15829
ENSMUSG00000101104.1,19328
ENSMUSG00000026047.8,12263
ENSMUSG00000041684.6,25814
ENSMUSG00000026048.11,33517
ENSMUSG00000046828.3,14892
ENSMUSG00000089703.1,957
ENSMUSG00000100966.1,989
ENSMUSG00000100769.1,1639
ENSMUSG00000101567.1,309
ENSMUSG00000056870.4,245328
ENSMUSG00000089877.1,420
ENSMUSG00000101701.1,5274
ENSMUSG00000100434.1,528
ENSMUSG00000100013.1,667
ENSMUSG00000101251.1,745
ENSMUSG00000101937.1,940
ENSMUSG00000026043.13,38169
ENSMUSG00000026042.11,128962
ENSMUSG00000100218.1,524
ENSMUSG00000100361.1,981
ENSMUSG00000100894.1,728
ENSMUSG00000095121.1,107
ENSMUSG00000065255.1,131
ENSMUSG00000100843.1,1150
ENSMUSG00000087764.1,203
ENSMUSG00000100482.1,461
ENSMUSG00000025995.11,28454
ENSMUSG00000099850.1,2989
ENSMUSG00000084817.3,423
ENSMUSG00000098549.1,749
ENSMUSG00000099381.1,1176
ENSMUSG00000025993.5,18456
ENSMUSG00000099946.1,5794
ENSMUSG00000070896.2,465
ENSMUSG00000090682.4,264
ENSMUSG00000044457.3,10398
ENSMUSG00000099432.1,2677
ENSMUSG00000041144.10,307232
ENSMUSG00000096047.1,119
ENSMUSG00000101262.1,2431
ENSMUSG00000101337.1,381885
ENSMUSG00000025986.6,85309
ENSMUSG00000100213.1,951
ENSMUSG00000100160.1,297
ENSMUSG00000101921.1,238
ENSMUSG00000101447.1,35611
ENSMUSG00000081185.1,729
ENSMUSG00000098876.1,105
ENSMUSG00000100530.1,1331
ENSMUSG00000100033.1,1938
ENSMUSG00000094968.1,121
ENSMUSG00000088017.1,270
ENSMUSG00000101996.1,827
ENSMUSG00000096973.1,986
ENSMUSG00000064943.1,121
ENSMUSG00000100866.1,213
ENSMUSG00000101721.1,1512
ENSMUSG00000099376.1,931
ENSMUSG00000097883.1,1011
ENSMUSG00000092790.1,442
ENSMUSG00000099698.1,215
ENSMUSG00000099454.1,993
ENSMUSG00000051616.9,95828
ENSMUSG00000099627.1,1706
ENSMUSG00000099577.1,440
ENSMUSG00000099882.1,437
ENSMUSG00000101760.1,1709
ENSMUSG00000099608.1,1493
ENSMUSG00000099864.1,726
ENSMUSG00000098249.1,132
ENSMUSG00000100451.1,528
ENSMUSG00000099941.1,162
ENSMUSG00000084531.1,314
ENSMUSG00000100816.1,2327
ENSMUSG00000026109.9,286624
ENSMUSG00000100671.1,1475
ENSMUSG00000092906.1,101
ENSMUSG00000101242.1,2942
ENSMUSG00000099924.1,2273
ENSMUSG00000099625.1,2528
ENSMUSG00000101799.1,115394
ENSMUSG00000045954.7,13835
ENSMUSG00000099741.1,1025
ENSMUSG00000101702.1,1000
ENSMUSG00000026107.6,12564
ENSMUSG00000099413.1,89633
ENSMUSG00000101741.1,50620
ENSMUSG00000018417.9,166307
ENSMUSG00000101724.1,1279
ENSMUSG00000100313.1,2499
ENSMUSG00000100696.1,412
ENSMUSG00000099135.1,122
ENSMUSG00000072324.4,598
ENSMUSG00000062939.6,120042
ENSMUSG00000101628.1,78827
ENSMUSG00000078291.1,432
ENSMUSG00000026104.9,42426
ENSMUSG00000099569.1,888
ENSMUSG00000026103.9,69785
ENSMUSG00000099648.1,1399
ENSMUSG00000065192.1,109
ENSMUSG00000002881.9,43386
ENSMUSG00000097833.1,996
ENSMUSG00000101501.1,463
ENSMUSG00000100120.1,59778
ENSMUSG00000099878.1,10278
ENSMUSG00000100007.1,642
ENSMUSG00000043015.10,21217
ENSMUSG00000041439.10,71177
ENSMUSG00000100302.1,2491
ENSMUSG00000100230.1,411
ENSMUSG00000026102.4,32262
ENSMUSG00000041426.7,76058
ENSMUSG00000089802.1,862
ENSMUSG00000043629.7,97856
ENSMUSG00000026100.6,6440
ENSMUSG00000089334.1,101
ENSMUSG00000060715.4,29060
ENSMUSG00000026098.8,107832
ENSMUSG00000100763.1,1583
ENSMUSG00000026097.4,13215
ENSMUSG00000100679.1,20925
ENSMUSG00000026096.9,12720
ENSMUSG00000099913.1,27161
ENSMUSG00000101838.1,15981
ENSMUSG00000026095.10,8136
ENSMUSG00000100267.1,323
ENSMUSG00000099450.1,573
ENSMUSG00000100069.1,2171
ENSMUSG00000096141.2,309779
ENSMUSG00000092657.1,125
ENSMUSG00000026094.9,29719
ENSMUSG00000042807.10,388293
ENSMUSG00000098443.1,72
ENSMUSG00000087949.1,114
ENSMUSG00000094013.1,107
ENSMUSG00000025983.6,118045
ENSMUSG00000041303.7,42968
ENSMUSG00000073678.4,84691
ENSMUSG00000101130.1,579
ENSMUSG00000052331.9,281048
ENSMUSG00000101674.1,85796
ENSMUSG00000089245.1,105
ENSMUSG00000025982.8,42313
ENSMUSG00000025981.8,19933
ENSMUSG00000101122.1,806
ENSMUSG00000025980.9,10409
ENSMUSG00000073676.4,3176
ENSMUSG00000100736.1,794
ENSMUSG00000089670.1,991
ENSMUSG00000025979.8,23669
ENSMUSG00000061863.6,307
ENSMUSG00000025978.9,56624
ENSMUSG00000097649.1,9372
ENSMUSG00000046994.9,11294
ENSMUSG00000025977.10,114812
ENSMUSG00000100030.1,40521
ENSMUSG00000089944.3,517
ENSMUSG00000100215.1,396
ENSMUSG00000101945.1,348
ENSMUSG00000101085.1,893
ENSMUSG00000038349.10,348365
ENSMUSG00000073674.3,1332
ENSMUSG00000100309.1,951
ENSMUSG00000099950.1,41088
ENSMUSG00000100372.1,1226
ENSMUSG00000100944.1,156
ENSMUSG00000101332.1,2053
ENSMUSG00000045336.5,1392
ENSMUSG00000038331.10,184670
ENSMUSG00000087022.3,78673
ENSMUSG00000094128.1,121
ENSMUSG00000099945.1,2061
ENSMUSG00000101429.1,14349
ENSMUSG00000101129.1,977
ENSMUSG00000097519.2,18323
ENSMUSG00000038323.3,7804
ENSMUSG00000048495.11,18865
ENSMUSG00000025971.6,11626
ENSMUSG00000077776.1,130
ENSMUSG00000088353.1,157
ENSMUSG00000101826.1,890
ENSMUSG00000101151.1,2754
ENSMUSG00000038305.9,174233
ENSMUSG00000091283.1,7277
ENSMUSG00000054770.11,63856
ENSMUSG00000026039.9,29929
ENSMUSG00000063558.4,76483
ENSMUSG00000064294.7,87569
ENSMUSG00000089275.1,108
ENSMUSG00000038242.7,58201
ENSMUSG00000089822.1,61540
ENSMUSG00000079554.2,101934
ENSMUSG00000051223.9,14456
ENSMUSG00000026034.12,13878
ENSMUSG00000026035.10,14493
ENSMUSG00000026036.12,36666
ENSMUSG00000026037.9,42339
ENSMUSG00000094245.1,107
ENSMUSG00000085054.2,18083
ENSMUSG00000038174.9,63518
ENSMUSG00000026032.8,9581
ENSMUSG00000100202.1,352
ENSMUSG00000099490.1,6970
ENSMUSG00000059647.5,552
ENSMUSG00000047528.8,49087
ENSMUSG00000102059.1,3191
ENSMUSG00000101046.1,1678
ENSMUSG00000026031.10,47377
ENSMUSG00000100236.1,451
ENSMUSG00000026029.9,52130
ENSMUSG00000099719.1,42708
ENSMUSG00000026028.7,72982
ENSMUSG00000026027.8,22194
ENSMUSG00000047383.7,8904
ENSMUSG00000099752.1,45258
ENSMUSG00000072295.5,44395
ENSMUSG00000077616.1,131
ENSMUSG00000038079.9,19819
ENSMUSG00000097573.2,2309
ENSMUSG00000079550.4,42455
ENSMUSG00000101586.1,18274
ENSMUSG00000099563.1,1383
ENSMUSG00000026024.9,74306
ENSMUSG00000026023.11,96088
ENSMUSG00000099922.1,13370
ENSMUSG00000041075.8,4532
ENSMUSG00000097819.1,4126
ENSMUSG00000047361.10,120154
ENSMUSG00000099811.1,16531
ENSMUSG00000101409.1,2419
ENSMUSG00000026021.10,84277
ENSMUSG00000089276.1,85
ENSMUSG00000101400.1,385
ENSMUSG00000026020.4,34074
ENSMUSG00000077345.1,87
ENSMUSG00000077358.1,84
ENSMUSG00000089512.3,81
ENSMUSG00000089093.3,84
ENSMUSG00000067336.6,115615
ENSMUSG00000041040.7,72341
ENSMUSG00000100901.1,2062
ENSMUSG00000026018.7,60695
ENSMUSG00000026019.10,28861
ENSMUSG00000026017.8,55707
ENSMUSG00000082609.1,431
ENSMUSG00000073664.6,157730
ENSMUSG00000100516.1,227
ENSMUSG00000049439.8,44738
ENSMUSG00000026782.10,71540
ENSMUSG00000026014.10,84813
ENSMUSG00000081562.1,228
ENSMUSG00000084400.1,417
ENSMUSG00000082160.1,459
ENSMUSG00000088973.1,106
ENSMUSG00000084151.1,1066
ENSMUSG00000082209.3,1739
ENSMUSG00000101188.1,1218
ENSMUSG00000026012.2,56560
ENSMUSG00000086795.1,5170
ENSMUSG00000085965.1,24948
ENSMUSG00000083118.1,1343
ENSMUSG00000083355.1,827
ENSMUSG00000026011.8,28833
ENSMUSG00000081382.1,525
ENSMUSG00000080800.1,236
ENSMUSG00000026009.9,22394
ENSMUSG00000082804.3,552
ENSMUSG00000082661.1,2627
ENSMUSG00000080785.1,702
ENSMUSG00000100893.1,6224
ENSMUSG00000085248.2,5838
ENSMUSG00000085447.1,17473
ENSMUSG00000086408.1,29375
ENSMUSG00000089546.1,103
ENSMUSG00000100965.1,1078
ENSMUSG00000100381.1,390
ENSMUSG00000086009.1,4207
ENSMUSG00000052062.9,1003461
ENSMUSG00000085842.2,84126
ENSMUSG00000100344.1,278
ENSMUSG00000101509.1,259
ENSMUSG00000085019.2,4915
ENSMUSG00000085400.1,42537
ENSMUSG00000100750.1,1452
ENSMUSG00000081950.1,1094
ENSMUSG00000084333.1,878
ENSMUSG00000025969.10,115411
ENSMUSG00000100811.1,3351
ENSMUSG00000100426.1,11016
ENSMUSG00000040865.10,156250
ENSMUSG00000088953.1,114
ENSMUSG00000081617.1,368
ENSMUSG00000081429.1,246
ENSMUSG00000084799.2,45213
ENSMUSG00000101599.1,9720
ENSMUSG00000025968.11,33238
ENSMUSG00000025967.11,3662
ENSMUSG00000098850.1,176
ENSMUSG00000064612.2,78
ENSMUSG00000064602.1,132
ENSMUSG00000046856.8,31853
ENSMUSG00000094290.2,126
ENSMUSG00000086730.2,7655
ENSMUSG00000087561.2,6273
ENSMUSG00000092705.1,138
ENSMUSG00000027520.10,41312
ENSMUSG00000094214.1,104
ENSMUSG00000083039.1,617
ENSMUSG00000081643.1,646
ENSMUSG00000025964.10,150386
ENSMUSG00000087823.1,103
ENSMUSG00000069085.5,64077
ENSMUSG00000083066.1,504
ENSMUSG00000025963.5,31500
ENSMUSG00000025962.10,24042
ENSMUSG00000025961.1,14361
ENSMUSG00000080817.1,752
ENSMUSG00000082373.2,18085
ENSMUSG00000044689.5,4273
ENSMUSG00000025959.8,92836
ENSMUSG00000097272.1,3465
ENSMUSG00000098487.1,64
ENSMUSG00000086836.1,12129
ENSMUSG00000086721.2,465
ENSMUSG00000101895.1,117053
ENSMUSG00000093228.1,70
ENSMUSG00000099658.1,219
ENSMUSG00000025958.9,71904
ENSMUSG00000025956.5,10770
ENSMUSG00000101832.1,8250
ENSMUSG00000100437.1,2822
ENSMUSG00000087213.2,10789
ENSMUSG00000070871.5,35190
ENSMUSG00000045005.9,7194
ENSMUSG00000051344.8,170842
ENSMUSG00000097264.1,379
ENSMUSG00000084416.3,654
ENSMUSG00000077471.1,156
ENSMUSG00000025955.8,20071
ENSMUSG00000090042.1,653
ENSMUSG00000070870.6,2596
ENSMUSG00000067299.6,1581
ENSMUSG00000025952.10,2165
ENSMUSG00000073658.4,2070
ENSMUSG00000100774.1,210
ENSMUSG00000044429.8,2985
ENSMUSG00000100846.1,18940
ENSMUSG00000044816.5,17930
ENSMUSG00000025950.11,27885
ENSMUSG00000025949.10,92013
ENSMUSG00000025946.8,107189
ENSMUSG00000100503.1,272
ENSMUSG00000100504.1,680
ENSMUSG00000099383.1,168
ENSMUSG00000100340.1,322
ENSMUSG00000100439.1,308
ENSMUSG00000099819.1,405
ENSMUSG00000082565.1,774
ENSMUSG00000082774.1,313
ENSMUSG00000025945.6,1788
ENSMUSG00000081623.1,743
ENSMUSG00000083242.1,341
ENSMUSG00000083289.1,412
ENSMUSG00000015222.12,267311
ENSMUSG00000088850.1,137
ENSMUSG00000073656.4,6521
ENSMUSG00000065694.1,151
